2N7002-7-F	from hqew, 捷辉电子商行	PIOPES	&nbsp;	4010	SOT-23
NV102-A2	from hqew, 捷辉电子商行	NVIDIA	0922+	1	BGA
P4M900	from hqew, 捷辉电子商行	VIA	0721+	142	BGA
PC1000 1.65V-SET	from hqew, 捷辉电子商行	VIA	0604+	2	BGA
PM29F002T-12JC	from hqew, 捷辉电子商行	PMC	00+	11	PLCC
PM49FL002T-33JC	from hqew, 捷辉电子商行	PMC	04+	13	PLCC
PM49FL004T-33JCE	from hqew, 捷辉电子商行	PMC	0625+	32	PLCC
PM49FL004T-33JCE	from hqew, 捷辉电子商行	PMC	0731+	30	PLCC
PM49L004T-33JCE	from hqew, 捷辉电子商行	PMC	0945+	105	PLCC
PN133T	from hqew, 捷辉电子商行	VIA	&nbsp;	1	BGA
QD-NVS-210S-N-A2	from hqew, 捷辉电子商行	NVIDIA	0635+	52	BGA
QD-NVS-210S-N-A2	from hqew, 捷辉电子商行	NVIDIA	0642+	10	BGA
QG6702PXH SL8GH	from hqew, 捷辉电子商行	INTEL	0553+	27	BGA
QG6702PXH SL8GH	from hqew, 捷辉电子商行	INTEL	0603+	2	BGA
QG82915GV SL8AU	from hqew, 捷辉电子商行	INTEL	0807+	317	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0618+	13	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0635+	1	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0518+	1	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0541+	1	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0636+	28	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0632+	9	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0607+	2	BGA
QG82945G SL8FU	from hqew, 捷辉电子商行	INTEL	0627+	21	BGA
QG82945GC SLA9C	from hqew, 捷辉电子商行	INTEL	0741+	51	BGA
QG82945GC SLA9C	from hqew, 捷辉电子商行	INTEL	0706+	19	BGA
QG82945GC SLA9C	from hqew, 捷辉电子商行	INTEL	0730+	20	BGA
QG82945GM SL8Z2	from hqew, 捷辉电子商行	INTEL	0734+	2	BGA
QG82945GM SL8Z2	from hqew, 捷辉电子商行	INTEL	0732+	360	BGA
QG82945GSE SLB2R	from hqew, 捷辉电子商行	INTEL	0927+	1	BGA
QG82945GSE SLB2R	from hqew, 捷辉电子商行	INTEL	1036+	8	BGA
QG82945GZ SL927	from hqew, 捷辉电子商行	INTEL	0818+	9	BGA
QG82945GZ SL927	from hqew, 捷辉电子商行	INTEL	0639+	1	BGA
QG82945P SL8FV	from hqew, 捷辉电子商行	INTEL	0641+	360	BGA
QG82945P SL8FV	from hqew, 捷辉电子商行	INTEL	0648+	40	BGA
QG82945P SL8FV	from hqew, 捷辉电子商行	INTEL	0530+	10	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0643+	140	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0704+	28	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0630+	6	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0646+	41	BGA
QG82945PL SL8V4	from hqew, 捷辉电子商行	INTEL	0633+	220	BGA
QG82975X SL8YS	from hqew, 捷辉电子商行	INTEL	0644+	17	BGA
QGE7230 SL8KJ	from hqew, 捷辉电子商行	INTEL	0601+	98	BGA
R5530	from hqew, 捷辉电子商行	TI	02+	4	QFN
RG82845 SL5YQ	from hqew, 捷辉电子商行	INTEL	0318+	10	BGA
RG82845 SL63W	from hqew, 捷辉电子商行	INTEL	0211+	99	BGA
RG82845 SL63W	from hqew, 捷辉电子商行	INTEL	0204+	15	BGA
RG82845 SL63W	from hqew, 捷辉电子商行	INTEL	0205+	25	BGA
RG82845/SL5YQ	from hqew, 捷辉电子商行	INTEL	0515+	298	BGA
RG82845/SL63W	from hqew, 捷辉电子商行	INTEL	0211+	212	BGA
RG82845E SL66N	from hqew, 捷辉电子商行	INTEL	0535+	105	BGA
RG82845GL/SL6PT	from hqew, 捷辉电子商行	INTEL	0506+	14	BGA
RG82845PE SL6Q3	from hqew, 捷辉电子商行	INTEL	0421+	383	BGA
RG82848P SL77Y	from hqew, 捷辉电子商行	INTEL	0601+	6	BGA
RG82848P SL77Y	from hqew, 捷辉电子商行	INTEL	0452+	20	BGA
RG82865PE SL722	from hqew, 捷辉电子商行	INTEL	0547+	173	BGA
RG82865PE SL722	from hqew, 捷辉电子商行	INTEL	0546+	8	BGA
RG82865PE SL722	from hqew, 捷辉电子商行	INTEL	0548+	60	BGA
RG82870P2 SL6SU	from hqew, 捷辉电子商行	INTEL	0501+	196	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0504+	76	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0540+	5	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0332+	10	BGA
RG82875 SL744	from hqew, 捷辉电子商行	INTEL	0502+	3	BGA
RGE7205MC SL65P	from hqew, 捷辉电子商行	INTEL	0311+	150	BGA
RGE7210MC SL77W	from hqew, 捷辉电子商行	INTEL	0544+	40	BGA
RTL8100C	from hqew, 捷辉电子商行	REALTEK	05+	2	QFP
RTL8100C	from hqew, 捷辉电子商行	REALTEK	08+	160	QFP
RTL8110SB	from hqew, 捷辉电子商行	REALTEK	0631+	13	QFP
RTL8111C	from hqew, 捷辉电子商行	REALTEK	0802+	36	QFN
RTL8111C	from hqew, 捷辉电子商行	REALTEK	0805+	12	QFN
RTL8651B	from hqew, 捷辉电子商行	REALTEK	0537+	12	BGA
RTM360-803	from hqew, 捷辉电子商行	REALTEK	0546+	7	SSOP48
S29AL008D70TAI01	from hqew, 捷辉电子商行	SPANSIO	0449+	5	TSOP48
S29AL016JT0TFI01	from hqew, 捷辉电子商行	SPANSIO	0849+	8	TSOP48
S29AL032D70TFI04	from hqew, 捷辉电子商行	SPANSIO	0613+	6	TSOP48
S29JL032H70TFIG1	from hqew, 捷辉电子商行	SPANSIO	0205+	3	TSOP48
S29JL064H70TF100	from hqew, 捷辉电子商行	SPANSIO	0623+	13	TSOP48
S29JL064H70TF100	from hqew, 捷辉电子商行	SPANSIO	0206+	1	TSOP48
SAA7131E/03/G	from hqew, 捷辉电子商行	PHILIPS	0626+	29	BGA
SAA7131E/03/G	from hqew, 捷辉电子商行	NXP	0807+	7	BGA
SCH5137-NW	from hqew, 捷辉电子商行	SMSC	0746+	10	QFP128
SCH5617-NS	from hqew, 捷辉电子商行	SMSC	0747+	29	QFP128
SIL1392CNU	from hqew, 捷辉电子商行	SILICON	0828+	41	QFN
SIL3114CT176	from hqew, 捷辉电子商行	SILICON	0452+	55	TQFP176
SIL3114CT176	from hqew, 捷辉电子商行	SILICON	0448+	75	TQFP176
SIL3114CTU	from hqew, 捷辉电子商行	SILICON	0743+	2	TQFP176
SIL5723CNU	from hqew, 捷辉电子商行	SILICON	0813+	17	QFN
SIS672	from hqew, 捷辉电子商行	SIS	0848+	10	BGA
SIS964	from hqew, 捷辉电子商行	SIS	0525+	1	BGA
SIS964	from hqew, 捷辉电子商行	SIS	0539+	2	BGA
SN74LVC08APWR	from hqew, 捷辉电子商行	Nutiunal	0823+	885	SSOP24
SN74LVC14APW	from hqew, 捷辉电子商行	TI	&nbsp;	48	SOP
SN9C234EJG	from hqew, 捷辉电子商行	SONIX	1210+	18200	QFP46
SST25VF016B-50-4C-S2AF	from hqew, 捷辉电子商行	ST	0830+	21	SOP8
SST25VF080B-50-4C-S2AF	from hqew, 捷辉电子商行	SST	1017+	40	SOP8
STAC9700T	from hqew, 捷辉电子商行	SIGMATE	0114+	9	QFP48
TNT2TM64	from hqew, 捷辉电子商行	NVIDIA	0034+	9	BGA
V58C2256324SAB4	from hqew, 捷辉电子商行	Other	0820+	702	BGA
VSC8201RX	from hqew, 捷辉电子商行	VITESSE	0552+	11	QFP128
VSC8201RX	from hqew, 捷辉电子商行	VITESSE	0536+	10	QFP128
VT1211	from hqew, 捷辉电子商行	VIA	0535+	25	QFP128
VT1211	from hqew, 捷辉电子商行	VIA	0642+	23	QFP128
VT1211	from hqew, 捷辉电子商行	VIA	0416+	5	QFP128
VT1611A CE	from hqew, 捷辉电子商行	VIA	0142+	16	QFP48
VT1616 CD	from hqew, 捷辉电子商行	VIA	0447+	13	QFP48
VT1616 CD	from hqew, 捷辉电子商行	VIA	0417+	45	QFP48
VT1617 CD	from hqew, 捷辉电子商行	VIA	0519+	241	QFP48
VT1708A CD	from hqew, 捷辉电子商行	VIA	0714+	29	QFP48
VT6103L	from hqew, 捷辉电子商行	VIA	0729+	769	QFP48
VT6103L CD	from hqew, 捷辉电子商行	VIA	0705+	128	QFP48
VT6103L CD	from hqew, 捷辉电子商行	VIA	0525+	45	QFP48
VT6103L CD	from hqew, 捷辉电子商行	VIA	0535+	13	QFP48
VT6103L CD	from hqew, 捷辉电子商行	VIA	0703+	5	QFP48
VT6103L CD	from hqew, 捷辉电子商行	VIA	0805+	217	QFP48
VT6212L	from hqew, 捷辉电子商行	VIA	0507+	2160	QFP128
VT6212L	from hqew, 捷辉电子商行	VIA	0529CD	193	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0549+	50	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0519+	8	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0603+	32	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0546+	13	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0543+	5	QFP128
VT6307 CD	from hqew, 捷辉电子商行	VIA	0440+	2	QFP128
VT6307S	from hqew, 捷辉电子商行	VIA	0401+	5	QFP
VT6410 CD	from hqew, 捷辉电子商行	VIA	0427+	101	QFP128
VT6410 CD	from hqew, 捷辉电子商行	VIA	0532+	112	QFP128
VT6410 CD	from hqew, 捷辉电子商行	VIA	0530+	104	QFP128
VT6410 CD	from hqew, 捷辉电子商行	VIA	0420+	38	QFP128
VT8235	from hqew, 捷辉电子商行	NVIDIA	0505+	9	BGA
VT8237R PLUS	from hqew, 捷辉电子商行	VIA	0724+	923	BGA
VT8237R PLUS CD	from hqew, 捷辉电子商行	VIA	0725+	87	BGA
VT8237R PLUS CD	from hqew, 捷辉电子商行	VIA	0607+	5	BGA
VT8237S CD	from hqew, 捷辉电子商行	VIA	0736+	4400	BGA
W39V040CPZ	from hqew, 捷辉电子商行	WINBONE	0632+	44	PLCC
W81181D	from hqew, 捷辉电子商行	WINBONE	0103+	10	QFP
W83195BG-202	from hqew, 捷辉电子商行	WINBOND	06+	25	SSOP
W83627DHG-P	from hqew, 捷辉电子商行	WINBOND	1005+	2	QFP128
W83L518D	from hqew, 捷辉电子商行	WINBONE	0222+	20	QFP
W83L771G	from hqew, 捷辉电子商行	WINBOND	0711+	147	MSSOP8
W986432DH-6	from hqew, 捷辉电子商行	WINBION	0402+	28	TSSOP86
W986432DH-6	from hqew, 捷辉电子商行	WINBION	0311+	12	TSSOP86
W986432DH-6	from hqew, 捷辉电子商行	WINBION	0502+	82	TSSOP86
WG82567LM	from hqew, 捷辉电子商行	INTEL	0843+	2	QFN
WG82567LM	from hqew, 捷辉电子商行	INTEL	0927+	40	QFN
WG82567LM	from hqew, 捷辉电子商行	INTEL	0937+	1	QFN
XC3S1000	from hqew, 捷辉电子商行	XILINX	0801+	20	BGA
213RT1ZUA43	from hqew, 捷辉电子商行	ATI	0316+	44	QFP128
215-0669049	from hqew, 捷辉电子商行	ATI	0840+	20	BGA
215-0669061	from hqew, 捷辉电子商行	ATI	0830+	21	BGA
215-0669069	from hqew, 捷辉电子商行	ATI	0830+	2	BGA
215-0670006	from hqew, 捷辉电子商行	ATI	0816+	4	BGA
215-0670006	from hqew, 捷辉电子商行	ATI	0823+	1	BGA
215-0674030	from hqew, 捷辉电子商行	AMD	0935+	21	BGA
215-0708003	from hqew, 捷辉电子商行	ATI	0816+	4	BGA
215-0708017	from hqew, 捷辉电子商行	ATI	0746+	7	BGA
215-0708017	from hqew, 捷辉电子商行	ATI	0811+	2	BGA
215-0716020	from hqew, 捷辉电子商行	AMD	1021+	12	BGA
215-0716020	from hqew, 捷辉电子商行	AMD	1003+	9	BGA
215-0725001	from hqew, 捷辉电子商行	ATI	0835+	19	BGA
215-0725003	from hqew, 捷辉电子商行	ATI	0827+	25	BGA
215-0725007	from hqew, 捷辉电子商行	ATI	0918+	30	BGA
215-0725013	from hqew, 捷辉电子商行	ATI	0841+	6	BGA
215-0725016	from hqew, 捷辉电子商行	ATI	0940+	4	BGA
215-0725016	from hqew, 捷辉电子商行	ATI	0926+	18	BGA
215B1DAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0738+	50	BGA
215B1DAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0748+	5	BGA
215B1EAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0634+	51	BGA
215B1EAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0823+	1	BGA
215B1EAVA12FG RV516	from hqew, 捷辉电子商行	ATI	0647+	27	BGA
215BCDAKA14FG	from hqew, 捷辉电子商行	ATI	0709+	4	BGA
215BCDAKA14FG	from hqew, 捷辉电子商行	ATI	0817+	68	BGA
215C78AVA12PH	from hqew, 捷辉电子商行	ATI	0534+	147	BGA
215C78AVA12PH	from hqew, 捷辉电子商行	ATI	0452+	10	BGA
215C78AVA12PHG	from hqew, 捷辉电子商行	ATI	0712+	5	BGA
215C78AVA12PHG	from hqew, 捷辉电子商行	ATI	0716+	23	BGA
215C78AVA12PHG	from hqew, 捷辉电子商行	ATI	0625+	5	BGA
215CACAKA26FG RV530	from hqew, 捷辉电子商行	ATI	0607+	1	BGA
215CCCBKB12FG	from hqew, 捷辉电子商行	ATI	0715+	18	BGA
215CCDBKB12FG	from hqew, 捷辉电子商行	ATI	0709+	30	BGA
215CCDBKB12FG	from hqew, 捷辉电子商行	ATI	0650+	2	BGA
215CCDBKB12FG	from hqew, 捷辉电子商行	ATI	0705+	1	BGA
215CCDBKB12FG	from hqew, 捷辉电子商行	ATI	0643+	1	BGA
215CDABKA15FG	from hqew, 捷辉电子商行	ATI	0745+	1	BGA
215CDABKA15FG	from hqew, 捷辉电子商行	ATI	0740+	1	BGA
215CDBBKA15FG	from hqew, 捷辉电子商行	ATI	0747+	17	BGA
215CDBBKA15FG	from hqew, 捷辉电子商行	ATI	0742+	13	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0711+	192	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0735+	230	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0803+	51	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0737+	7	BGA
215CQA6AVA12FG	from hqew, 捷辉电子商行	AMD	0736+	4	BGA
215FAEAKA13FG	from hqew, 捷辉电子商行	ATI	0709+	9	BGA
215L78AVA12PH	from hqew, 捷辉电子商行	ATI	0348+	6	BGA
215LCAAKA12F X700	from hqew, 捷辉电子商行	ATI	0449+	8	BGA
215LCAAKA12F X700	from hqew, 捷辉电子商行	ATI	0441+	4	BGA
215LCAAKA13FG X700	from hqew, 捷辉电子商行	ATI	0612+	4	BGA
215LKBAKA14FG	from hqew, 捷辉电子商行	ATI	0728+	67	BGA
215LKBAKA14FG	from hqew, 捷辉电子商行	ATI	0804+	2	BGA
215LKBAKA14FG	from hqew, 捷辉电子商行	Other	0837+	6	
215LKBAKA14FG	from hqew, 捷辉电子商行	Other	0728+	10	
215LKBALA15FG	from hqew, 捷辉电子商行	ATI	0732+	1	BGA
215LKCALA15FG	from hqew, 捷辉电子商行	ATI	0731+	1	BGA
215LKDAKA14FG	from hqew, 捷辉电子商行	ATI	0728+	19	BGA
215PADAKA12FG	from hqew, 捷辉电子商行	ATI	0712+	5	BGA
215PAGAKA12FG	from hqew, 捷辉电子商行	ATI	0634+	9	BGA
215QDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0918+	5	BGA
215QDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0911+	10	BGA
215R3BUA33	from hqew, 捷辉电子商行	ATI	9948+	66	BGA
215R3LASB41	from hqew, 捷辉电子商行	ATI	0528+	20	BGA
215R6LAEA12	from hqew, 捷辉电子商行	ATI	0445+	68	BGA
215R6MDAEA12	from hqew, 捷辉电子商行	ATI	0612+	28	BGA
215R6VALA12 ES1000	from hqew, 捷辉电子商行	ATI	0516+	67	BGA
215R6VALA21 ES1000	from hqew, 捷辉电子商行	ATI	0616+	75	BGA
215R6VALA21 ES1000	from hqew, 捷辉电子商行	ATI	0725+	31	BGA
215R8NCKA13F 9550	from hqew, 捷辉电子商行	ATI	0429+	55	BGA
215R9JCGA13F 9600XT	from hqew, 捷辉电子商行	ATI	0414+	8	BGA
215RDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0935+	10	BGA
215RDA7AKA21FG	from hqew, 捷辉电子商行	AMD	0705+	5	BGA
215RETALA12F X300SE	from hqew, 捷辉电子商行	ATI	0605+	1	BGA
215RPA4AKA22HK RS480	from hqew, 捷辉电子商行	ATI	0514+	15	BGA
215RQA6AVA13FG	from hqew, 捷辉电子商行	AMD	0807+	26	BGA
215RQA6AVA17FG	from hqew, 捷辉电子商行	AMD	0746+	22	BGA
215S8CAKA23FG	from hqew, 捷辉电子商行	ATI	0632+	297	BGA
215S8CAKA23FG X550	from hqew, 捷辉电子商行	ATI	0652+	103	BGA
215S8CAKA23FG X550	from hqew, 捷辉电子商行	ATI	0631+	4	BGA
215S8CAKA23FG X550	from hqew, 捷辉电子商行	ATI	0617+	7	BGA
215S8CALA23FG	from hqew, 捷辉电子商行	ATI	0737+	5	BGA
215SCAAKA13FL X700	from hqew, 捷辉电子商行	ATI	0544+	16	BGA
215XCAAKA12F	from hqew, 捷辉电子商行	ATI	0434+	39	BGA
215XCAAKA12F X700XT	from hqew, 捷辉电子商行	ATI	0434+	39	BGA
216CNP4AKA21HK RXC400M	from hqew, 捷辉电子商行	ATI	0448+	60	BGA
216CNP4AKA21HK RXC400M	from hqew, 捷辉电子商行	ATI	0452+	46	BGA
216DCHAVA12FAG M62-CSP64	from hqew, 捷辉电子商行	ATI	0709+	17	BGA
216DDPAVA12FHG	from hqew, 捷辉电子商行	ATI	0801+	71	BGA
216GJLAKC13FAG	from hqew, 捷辉电子商行	ATI	0717+	68	BGA
216P7TZBGA13	from hqew, 捷辉电子商行	ATI	0423+	14	BGA
216PBCGA15FG 9700	from hqew, 捷辉电子商行	ATI	0503+	2	BGA
216TFHAKA13FHG X300	from hqew, 捷辉电子商行	ATI	0617+	14	BGA
216YBGCGA16FH	from hqew, 捷辉电子商行	ATI	0725+	5	BGA
218S4EASA32HG SB400	from hqew, 捷辉电子商行	ATI	0606+	156	BGA
218S4PASA12G IXP450	from hqew, 捷辉电子商行	ATI	0603+	80	BGA
218S4PASA12G SB450	from hqew, 捷辉电子商行	ATI	0605+	80	BGA
218S4PASA12G SB450/IXP450	from hqew, 捷辉电子商行	ATI	0553+	80	BGA
218S4PASA12G SB450/IXP450	from hqew, 捷辉电子商行	ATI	0552+	21	BGA
218S6ECLA13FG SB600	from hqew, 捷辉电子商行	ATI	0619+	1	BGA
218S6ECLA21FG SB600	from hqew, 捷辉电子商行	ATI	0805+	23	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0926+	12	BGA
218S6ECLA21FG/SB600	from hqew, 捷辉电子商行	ATI	0810+	11	BGA
218S7EBLA12FG SB700	from hqew, 捷辉电子商行	ATI	0913+	20	BGA
218S7EBLA12FG SB700	from hqew, 捷辉电子商行	ATI	0826+	30	BGA
74AHCT1G08GW	from hqew, 捷辉电子商行	MAXIM	0644+	721	SSOP28
82541PI	from hqew, 捷辉电子商行	INTEL	0529+	1	BGA
82541PI	from hqew, 捷辉电子商行	INTEL	0622+	80	BGA
82541PI	from hqew, 捷辉电子商行	INTEL	0710+	32	BGA
82547EI	from hqew, 捷辉电子商行	INTEL	0532+	34	BGA
82547EI	from hqew, 捷辉电子商行	INTEL	0347+	23	BGA
82547EI	from hqew, 捷辉电子商行	INTEL	0425+	23	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0445+	8	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0544+	1	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0503+	32	BGA
82547GI	from hqew, 捷辉电子商行	INTEL	0448+	60	BGA
82562EZ	from hqew, 捷辉电子商行	INTEL	0529+	45	BGA
82562GZ	from hqew, 捷辉电子商行	INTEL	0524+	286	BGA
88E1115-RCJ1	from hqew, 捷辉电子商行	MARVELL	0553+	246	QFP
88E1115-RCJ1	from hqew, 捷辉电子商行	MARVELL	0552+	4	QFP
88E1115-RCJ1	from hqew, 捷辉电子商行	MARVELL	0537+	4	QFP
88E1116-NNC1	from hqew, 捷辉电子商行	MARVELL	0749+	10	QFN
88E1116-NNC1	from hqew, 捷辉电子商行	MARVELL	0713+	4	QFN
88E1116-NNC1	from hqew, 捷辉电子商行	MARVELL	0724+	2	QFN
88E8001-LKJ1	from hqew, 捷辉电子商行	MARVELL	0831+	10	QFP
88E8001-LKJ1	from hqew, 捷辉电子商行	MARVELL	0550+	6	QFP
88E8001-LKJ1	from hqew, 捷辉电子商行	MARVELL	0835+	5	QFP
88E8053-NNC1 A3P	from hqew, 捷辉电子商行	MARVELL	0622+	1	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0614+	14	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0703+	47	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0628+	14	QFN
88E8056-NNC1	from hqew, 捷辉电子商行	MARVELL	0726+	1	QFN
AC82PM45 SLB97	from hqew, 捷辉电子商行	INTEL	0929+	15	BGA
AC82X58 SLGBT	from hqew, 捷辉电子商行	INTEL	0851+	5	BGA
AC82X58 SLGBT	from hqew, 捷辉电子商行	INTEL	0834+	3	BGA
AC82X58 SLGMX	from hqew, 捷辉电子商行	INTEL	1003+	8	BGA
AD1882JCPZ	from hqew, 捷辉电子商行	AD	0736+	5	QFN
AD1882JCPZ	from hqew, 捷辉电子商行	AD	0930+	100	QFN
AD1888JCP	from hqew, 捷辉电子商行	AD	0548+	39	QFN
AD1888JCP	from hqew, 捷辉电子商行	AD	0426+	10	QFN
AD1888JCP	from hqew, 捷辉电子商行	AD	0518+	10	QFN
AD1888JCP	from hqew, 捷辉电子商行	AD	0503+	25	QFN
AD1981BJST	from hqew, 捷辉电子商行	AD	0313+	5	QFP48
AD1986AJCPZ	from hqew, 捷辉电子商行	AD	0746+	165	QFN
ADP3208J	from hqew, 捷辉电子商行	AD	0634+	195	QFN
ALC101	from hqew, 捷辉电子商行	REALTEK	02/03+	233	QFP
ALC201A	from hqew, 捷辉电子商行	REALTEK	03/04+	144	QFP
ALC268	from hqew, 捷辉电子商行	REALTEK	0804+	3	QFP48
ALC650	from hqew, 捷辉电子商行	REALTEK	04/05/6+	603	QFP
ALC660	from hqew, 捷辉电子商行	REALTEK	0614+	35	QFP
ALC882	from hqew, 捷辉电子商行	REALTEK	05/06/07	1203	QFP
ALC883	from hqew, 捷辉电子商行	REALTEK	0752+	5	QFP
AMD-761AC1	from hqew, 捷辉电子商行	AMD	0142+	10	BGA
AMD-8111AC	from hqew, 捷辉电子商行	AMD	0444+	7	BGA
AMD-8111AC	from hqew, 捷辉电子商行	AMD	0438+	1	BGA
AR8131-AL1E	from hqew, 捷辉电子商行	ATHEROS	0939+	1	QFN
BCM5670A1KEB	from hqew, 捷辉电子商行	BROADCOM	0410+	1	BGA
BCM5754KFBG	from hqew, 捷辉电子商行	BROADCOM	0704+	10	BGA
BCM5786KMLG P12	from hqew, 捷辉电子商行	BROADCOM	1021+	713	QFN
BCM5788KFBG	from hqew, 捷辉电子商行	BROADCOM	0753+	2	BGA
BCM5789KFB	from hqew, 捷辉电子商行	BROADCOM	0442+	1	BGA
BCM5789KFBG	from hqew, 捷辉电子商行	BROADCOM	0626+	173	BGA
BD82P55 SLGWV	from hqew, 捷辉电子商行	INTEL	0934+	28	BGA
BD82Q57 SLGZW	from hqew, 捷辉电子商行	INTEL	1046+	1	BGA
C3-800AMHZ(133*6.0)1.65V	from hqew, 捷辉电子商行	VIA	0519+	1	BGA
C7 1000/400 CD	from hqew, 捷辉电子商行	VIA	0749+	7	BGA
C7 1000/400 CD	from hqew, 捷辉电子商行	VIA	0740+	4	BGA
C7 1000/400 CD	from hqew, 捷辉电子商行	VIA	0926+	4	BGA
C7 1000/400 CD	from hqew, 捷辉电子商行	VIA	0744+	9	BGA
C7 1500/400 CD	from hqew, 捷辉电子商行	VIA	0522+	3	BGA
C7-D 1500/400 CD	from hqew, 捷辉电子商行	VIA	0609+	2	BGA
C7-D 1500/400 CD	from hqew, 捷辉电子商行	VIA	0718+	12	BGA
C7-D 1500/400 CD	from hqew, 捷辉电子商行	VIA	0614+	3	BGA
CA20K2-2AG/HF	from hqew, 捷辉电子商行	CREATIVE	1048+	9	BGA
CH7308A-TF	from hqew, 捷辉电子商行	CHRONTEL	0715+	8	QFP64
CMI9761A	from hqew, 捷辉电子商行	CMI	0413+	1	QFP
CMI9761A	from hqew, 捷辉电子商行	CMI	0509+	69	QFP
CMI9880	from hqew, 捷辉电子商行	CMI	0435+	1	QFP
CMI9880	from hqew, 捷辉电子商行	CMI	0431+	1	QFP
CMI9880	from hqew, 捷辉电子商行	CMI	0417+	9	QFP
CN896 CD	from hqew, 捷辉电子商行	VIA	0740+	24	BGA
CT5880-DBQ	from hqew, 捷辉电子商行	CREATIVE	0006+	9	QFP128
D525 SLBXC	from hqew, 捷辉电子商行	INTEL	1004+	4	BGA
EM63825TS-6G	from hqew, 捷辉电子商行	ETRON	11+	5	TSSOP86
EMC6W201-ZG	from hqew, 捷辉电子商行	SMSC	0519+	4	QFN
EP82562G	from hqew, 捷辉电子商行	INTEL	0506+	1	BGA
FW82546EB	from hqew, 捷辉电子商行	INTEL	0228+	3	BGA
FW82546GB	from hqew, 捷辉电子商行	INTEL	0503+	2	BGA
FW82801BA SL59Z	from hqew, 捷辉电子商行	INTEL	02+	10	BGA
FW82801BA SL5PN	from hqew, 捷辉电子商行	INTEL	0210+	10	BGA
FW82801BA SL5WK	from hqew, 捷辉电子商行	INTEL	0326+	17	BGA
FW82801EB SL73Z	from hqew, 捷辉电子商行	INTEL	0532+	98	BGA
FW82801EB SL73Z	from hqew, 捷辉电子商行	INTEL	0541+	98	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0530+	90	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0601+	19	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0509+	6	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0536+	60	BGA
FW82801ER SL742	from hqew, 捷辉电子商行	INTEL	0524+	53	BGA
FW82801ER/SL742	from hqew, 捷辉电子商行	INTEL	0630+	468	BGA
FW82801FB SL7Y5	from hqew, 捷辉电子商行	INTEL	0601+	7	BGA
FW82801FB SL7Y5	from hqew, 捷辉电子商行	INTEL	0532+	106	BGA
FW82801FB SL8BZ	from hqew, 捷辉电子商行	INTEL	0527+	5	BGA
FW82801FR SL79N	from hqew, 捷辉电子商行	INTEL	0548+	59	BGA
FW82801FR SL79N	from hqew, 捷辉电子商行	INTEL	0534+	18	BGA
FW82801FR SL79N	from hqew, 捷辉电子商行	INTEL	0428+	20	BGA
FW82815EP SL5NR	from hqew, 捷辉电子商行	INTEL	0246+	10	BGA
FWE6300ESB SL76G	from hqew, 捷辉电子商行	INTEL	0609+	2	BGA
